			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	AOI		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AOi		 1 	 2 	 2 										
	AoI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Aoi		 1 	 3 	 1 										
aOE	aOE				 1 		 1 			 1 	 1 				
	aOe			 1 	 1 										
	aoE			 1 			 1 								
	aoe			 2 											
	AOE		 1 	 1 	 2 		 1 			 1 	 1 				
	AOe		 1 	 2 	 2 										
	AoE		 1 	 2 	 1 		 1 				 1 				
	Aoe		 1 	 3 	 1 										
aOo	aOo				 1 										
	aOO			 1 	 2 										
	aoo			 1 											
	aoO			 2 	 1 										
	AOo		 1 	 1 	 2 										
	AOO		 1 	 2 	 3 										
	Aoo		 1 	 2 	 1 										
	AoO		 1 	 3 	 2 										
aOa	aOa				 1 										
	aOA			 1 	 2 										
	aoa			 1 											
	aoA			 2 	 1 										
	AOa		 1 	 1 	 2 										
	AOA		 1 	 2 	 3 										
	Aoa		 1 	 2 	 1 										
	AoA		 1 	 3 	 2 										
aOu	aOu				 1 										
	aOy			 1 	 2 										
	aou			 1 											
	aoy			 2 	 1 										
	AOu		 1 	 1 	 2 										
	AOy		 1 	 2 	 3 										
	Aou		 1 	 2 	 1 										
	Aoy		 1 	 3 	 2 										
aAO	aAO				 2 										
	aAo			 1 	 1 										
	aao			 2 											
	AAO		 1 	 1 	 3 										
	AAo		 1 	 2 	 2 										
	Aao		 1 	 3 	 1 										
aAA	aAA				 2 										
	aAa			 1 	 1 										
	aaa			 2 											
	AAA		 1 	 1 	 3 										
	AAa		 1 	 2 	 2 										
	Aaa		 1 	 3 	 1 										
aAy	aAy				 2 										
	aAu			 1 	 1 										
	aau			 2 											
	AAy		 1 	 1 	 3 										
	AAu		 1 	 2 	 2 										
	Aau		 1 	 3 	 1 										
aAe	aAe				 1 										
	aAE			 1 	 1 		 1 			 1 	 1 				
	aae			 1 											
	aaE			 2 			 1 								
	AAe		 1 	 1 	 2 										
	AAE		 1 	 2 	 2 		 1 			 1 	 1 				
	Aae		 1 	 2 	 1 										
	AaE		 1 	 3 	 1 		 1 				 1 				
aAi	aAi				 1 										
	aAI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aai			 1 											
	aaI			 2 		 1 	 1 								
	AAi		 1 	 1 	 2 										
	AAI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aai		 1 	 2 	 1 										
	AaI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
aAI	aAI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aAi			 1 	 1 										
	aaI			 1 		 1 	 1 								
	aai			 2 											
	AAI		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AAi		 1 	 2 	 2 										
	AaI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Aai		 1 	 3 	 1 										
aAE	aAE				 1 		 1 			 1 	 1 				
	aAe			 1 	 1 										
	aaE			 1 			 1 								
	aae			 2 											
	AAE		 1 	 1 	 2 		 1 			 1 	 1 				
	AAe		 1 	 2 	 2 										
	AaE		 1 	 2 	 1 		 1 				 1 				
	Aae		 1 	 3 	 1 										
aAo	aAo				 1 										
	aAO			 1 	 2 										
	aao			 1 											
	aaO			 2 	 1 										
	AAo		 1 	 1 	 2 										
	AAO		 1 	 2 	 3 										
	Aao		 1 	 2 	 1 										
	AaO		 1 	 3 	 2 										
aAa	aAa				 1 										
	aAA			 1 	 2 										
	aaa			 1 											
	aaA			 2 	 1 										
	AAa		 1 	 1 	 2 										
	AAA		 1 	 2 	 3 										
	Aaa		 1 	 2 	 1 										
	AaA		 1 	 3 	 2 										
aAu	aAu				 1 										
	aAy			 1 	 2 										
	aau			 1 											
	aay			 2 	 1 										
	AAu		 1 	 1 	 2 										
	AAy		 1 	 2 	 3 										
	Aau		 1 	 2 	 1 										
	Aay		 1 	 3 	 2 										
ayO	ayO				 2 										
	ayo			 1 	 1 										
	auo			 2 											
	AyO		 1 	 1 	 3 										
	Ayo		 1 	 2 	 2 										
	Auo		 1 	 3 	 1 										
ayA	ayA				 2 										
	aya			 1 	 1 										
	aua			 2 											
	AyA		 1 	 1 	 3 										
	Aya		 1 	 2 	 2 										
	Aua		 1 	 3 	 1 										
ayy	ayy				 2 										
	ayu			 1 	 1 										
	auu			 2 											
	Ayy		 1 	 1 	 3 										
	Ayu		 1 	 2 	 2 										
	Auu		 1 	 3 	 1 										
aye	aye				 1 										
	ayE			 1 	 1 		 1 			 1 	 1 				
	aue			 1 											
	auE			 2 			 1 								
	Aye		 1 	 1 	 2 										
	AyE		 1 	 2 	 2 		 1 			 1 	 1 				
	Aue		 1 	 2 	 1 										
	AuE		 1 	 3 	 1 		 1 				 1 				
ayi	ayi				 1 										
	ayI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aui			 1 											
	auI			 2 		 1 	 1 								
	Ayi		 1 	 1 	 2 										
	AyI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aui		 1 	 2 	 1 										
	AuI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
ayI	ayI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	ayi			 1 	 1 										
	auI			 1 		 1 	 1 								
	aui			 2 											
	AyI		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Ayi		 1 	 2 	 2 										
	AuI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Aui		 1 	 3 	 1 										
ayE	ayE				 1 		 1 			 1 	 1 				
	aye			 1 	 1 										
	auE			 1 			 1 								
	aue			 2 											
	AyE		 1 	 1 	 2 		 1 			 1 	 1 				
	Aye		 1 	 2 	 2 										
	AuE		 1 	 2 	 1 		 1 				 1 				
	Aue		 1 	 3 	 1 										
ayo	ayo				 1 										
	ayO			 1 	 2 										
	auo			 1 											
	auO			 2 	 1 										
	Ayo		 1 	 1 	 2 										
	AyO		 1 	 2 	 3 										
	Auo		 1 	 2 	 1 										
	AuO		 1 	 3 	 2 										
aya	aya				 1 										
	ayA			 1 	 2 										
	aua			 1 											
	auA			 2 	 1 										
	Aya		 1 	 1 	 2 										
	AyA		 1 	 2 	 3 										
	Aua		 1 	 2 	 1 										
	AuA		 1 	 3 	 2 										
ayu	ayu				 1 										
	ayy			 1 	 2 										
	auu			 1 											
	auy			 2 	 1 										
	Ayu		 1 	 1 	 2 										
	Ayy		 1 	 2 	 3 										
	Auu		 1 	 2 	 1 										
	Auy		 1 	 3 	 2 										
aeO	aeO				 1 										
	aeo			 1 											
	aEO			 1 	 1 		 1 							 1 	 1 
	aEo			 2 			 1 								
	AeO		 1 	 1 	 2 										
	Aeo		 1 	 2 	 1 										
	AEO		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	AEo		 1 	 3 	 1 		 1 			 1 	 1 				
aeA	aeA				 1 										
	aea			 1 											
	aEA			 1 	 1 		 1 							 1 	 1 
	aEa			 2 			 1 								
	AeA		 1 	 1 	 2 										
	Aea		 1 	 2 	 1 										
	AEA		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	AEa		 1 	 3 	 1 		 1 			 1 	 1 				
aey	aey				 1 										
	aeu			 1 											
	aEy			 1 	 1 		 1 							 1 	 1 
	aEu			 2 			 1 								
	Aey		 1 	 1 	 2 										
	Aeu		 1 	 2 	 1 										
	AEy		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	AEu		 1 	 3 	 1 		 1 			 1 	 1 				
aee	aee	 1 													
	aeE			 1 			 1 								
	aEE			 2 			 2 								
	Aee		 1 	 1 	 1 										
	AeE		 1 	 2 	 1 		 1 				 1 				
	AEe		 1 	 2 	 1 		 1 			 1 	 1 				
	AEE		 1 	 3 	 1 		 2 			 1 	 2 				
aei	aei	 1 													
	aeI			 1 		 1 	 1 								
	aEi			 1 			 1 								
	aEI			 2 		 1 	 2 								
	Aei		 1 	 1 	 1 										
	AeI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	AEi		 1 	 2 	 1 		 1 			 1 	 1 				
	AEI		 1 	 3 	 1 	 1 	 2 		 1 	 1 	 2 				
aeI	aeI					 1 	 1 								
	aei			 1 											
	aEI			 1 		 1 	 2 								
	aEi			 2 			 1 								
	AeI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Aei		 1 	 2 	 1 										
	AEI		 1 	 2 	 1 	 1 	 2 		 1 	 1 	 2 				
	AEi		 1 	 3 	 1 		 1 			 1 	 1 				
aeE	aeE						 1 								
	aee			 1 											
	aEE			 1 			 2 								
	aEe			 2 			 1 								
	AeE		 1 	 1 	 1 		 1 				 1 				
	Aee		 1 	 2 	 1 										
	AEE		 1 	 2 	 1 		 2 			 1 	 2 				
	AEe		 1 	 3 	 1 		 1 			 1 	 1 				
aeo	aeo														
	aeO			 1 	 1 										
	aEo			 1 			 1 								
	aEO			 2 	 1 		 1 							 1 	 1 
	Aeo		 1 	 1 	 1 										
	AeO		 1 	 2 	 2 										
	AEo		 1 	 2 	 1 		 1 			 1 	 1 				
	AEO		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
aea	aea	 1 													
	aeA			 1 	 1 										
	aEa			 1 			 1 								
	aEA			 2 	 1 		 1 							 1 	 1 
	Aea		 1 	 1 	 1 										
	AeA		 1 	 2 	 2 										
	AEa		 1 	 2 	 1 		 1 			 1 	 1 				
	AEA		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
aeu	aeu	 1 													
	aey			 1 	 1 										
	aEu			 1 			 1 								
	aEy			 2 	 1 		 1 							 1 	 1 
	Aeu		 1 	 1 	 1 										
	Aey		 1 	 2 	 2 										
	AEu		 1 	 2 	 1 		 1 			 1 	 1 				
	AEy		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
aiO	aiO				 1 										
	aio			 1 											
	aIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIo			 2 		 1 	 1 								
	AiO		 1 	 1 	 2 										
	Aio		 1 	 2 	 1 										
	AIO		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIo		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
aiA	aiA				 1 										
	aia			 1 											
	aIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIa			 2 		 1 	 1 								
	AiA		 1 	 1 	 2 										
	Aia		 1 	 2 	 1 										
	AIA		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIa		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
aiy	aiy				 1 										
	aiu			 1 											
	aIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIu			 2 		 1 	 1 								
	Aiy		 1 	 1 	 2 										
	Aiu		 1 	 2 	 1 										
	AIy		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIu		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
aie	aie	 1 													
	aiE			 1 			 1 								
	aIe			 1 		 1 	 1 								
	aIE			 2 		 1 	 2 								
	Aie		 1 	 1 	 1 										
	AiE		 1 	 2 	 1 		 1 				 1 				
	AIe		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIE		 1 	 3 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
aii	aii	 1 													
	aiI			 1 		 1 	 1 								
	aII			 2 		 2 	 2 								
	Aii		 1 	 1 	 1 										
	AiI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	AIi		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AII		 1 	 3 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
aiI	aiI					 1 	 1 								
	aii			 1 											
	aII			 1 		 2 	 2 								
	aIi			 2 		 1 	 1 								
	AiI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Aii		 1 	 2 	 1 										
	AII		 1 	 2 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	AIi		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
aiE	aiE						 1 								
	aie			 1 											
	aIE			 1 		 1 	 2 								
	aIe			 2 		 1 	 1 								
	AiE		 1 	 1 	 1 		 1 				 1 				
	Aie		 1 	 2 	 1 										
	AIE		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	AIe		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
aio	aio														
	aiO			 1 	 1 										
	aIo			 1 		 1 	 1 								
	aIO			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Aio		 1 	 1 	 1 										
	AiO		 1 	 2 	 2 										
	AIo		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIO		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
aia	aia	 1 													
	aiA			 1 	 1 										
	aIa			 1 		 1 	 1 								
	aIA			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Aia		 1 	 1 	 1 										
	AiA		 1 	 2 	 2 										
	AIa		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIA		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
aiu	aiu	 1 													
	aiy			 1 	 1 										
	aIu			 1 		 1 	 1 								
	aIy			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Aiu		 1 	 1 	 1 										
	Aiy		 1 	 2 	 2 										
	AIu		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIy		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
aIO	aIO				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIo			 1 		 1 	 1 								
	aiO			 1 	 1 										
	aio			 2 											
	AIO		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIo		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AiO		 1 	 2 	 2 										
	Aio		 1 	 3 	 1 										
aIA	aIA				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIa			 1 		 1 	 1 								
	aiA			 1 	 1 										
	aia			 2 											
	AIA		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIa		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AiA		 1 	 2 	 2 										
	Aia		 1 	 3 	 1 										
aIy	aIy				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aIu			 1 		 1 	 1 								
	aiy			 1 	 1 										
	aiu			 2 											
	AIy		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	AIu		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aiy		 1 	 2 	 2 										
	Aiu		 1 	 3 	 1 										
aIe	aIe					 1 	 1 								
	aIE			 1 		 1 	 2 								
	aie			 1 											
	aiE			 2 			 1 								
	AIe		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIE		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	Aie		 1 	 2 	 1 										
	AiE		 1 	 3 	 1 		 1 				 1 				
aIi	aIi					 1 	 1 								
	aII			 1 		 2 	 2 								
	aii			 1 											
	aiI			 2 		 1 	 1 								
	AIi		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AII		 1 	 2 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	Aii		 1 	 2 	 1 										
	AiI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
aII	aII					 2 	 2 								
	aIi			 1 		 1 	 1 								
	aii			 2 											
	AII		 1 	 1 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	AIi		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AiI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Aii		 1 	 3 	 1 										
aIE	aIE					 1 	 2 								
	aIe			 1 		 1 	 1 								
	aiE			 1 			 1 								
	aie			 2 											
	AIE		 1 	 1 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	AIe		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AiE		 1 	 2 	 1 		 1 				 1 				
	Aie		 1 	 3 	 1 										
aIo	aIo					 1 	 1 								
	aIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aio			 1 											
	aiO			 2 	 1 										
	AIo		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIO		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aio		 1 	 2 	 1 										
	AiO		 1 	 3 	 2 										
aIa	aIa					 1 	 1 								
	aIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aia			 1 											
	aiA			 2 	 1 										
	AIa		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIA		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aia		 1 	 2 	 1 										
	AiA		 1 	 3 	 2 										
aIu	aIu					 1 	 1 								
	aIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	aiu			 1 											
	aiy			 2 	 1 										
	AIu		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	AIy		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Aiu		 1 	 2 	 1 										
	Aiy		 1 	 3 	 2 										
aEO	aEO				 1 		 1 							 1 	 1 
	aEo			 1 			 1 								
	aeO			 1 	 1 										
	aeo			 2 											
	AEO		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEo		 1 	 2 	 1 		 1 			 1 	 1 				
	AeO		 1 	 2 	 2 										
	Aeo		 1 	 3 	 1 										
aEA	aEA				 1 		 1 							 1 	 1 
	aEa			 1 			 1 								
	aeA			 1 	 1 										
	aea			 2 											
	AEA		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEa		 1 	 2 	 1 		 1 			 1 	 1 				
	AeA		 1 	 2 	 2 										
	Aea		 1 	 3 	 1 										
aEy	aEy				 1 		 1 							 1 	 1 
	aEu			 1 			 1 								
	aey			 1 	 1 										
	aeu			 2 											
	AEy		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	AEu		 1 	 2 	 1 		 1 			 1 	 1 				
	Aey		 1 	 2 	 2 										
	Aeu		 1 	 3 	 1 										
aEe	aEe						 1 								
	aEE			 1 			 2 								
	aee			 1 											
	aeE			 2 			 1 								
	AEe		 1 	 1 	 1 		 1 			 1 	 1 				
	AEE		 1 	 2 	 1 		 2 			 1 	 2 				
	Aee		 1 	 2 	 1 										
	AeE		 1 	 3 	 1 		 1 				 1 				
aEi	aEi						 1 								
	aEI			 1 		 1 	 2 								
	aei			 1 											
	aeI			 2 		 1 	 1 								
	AEi		 1 	 1 	 1 		 1 			 1 	 1 				
	AEI		 1 	 2 	 1 	 1 	 2 		 1 	 1 	 2 				
	Aei		 1 	 2 	 1 										
	AeI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
aEI	aEI					 1 	 2 								
	aEi			 1 			 1 								
	aeI			 1 		 1 	 1 								
	aei			 2 											
	AEI		 1 	 1 	 1 	 1 	 2 		 1 	 1 	 2 				
	AEi		 1 	 2 	 1 		 1 			 1 	 1 				
	AeI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Aei		 1 	 3 	 1 										
aEE	aEE						 2 								
	aEe			 1 			 1 								
	aee			 2 											
	AEE		 1 	 1 	 1 		 2 			 1 	 2 				
	AEe		 1 	 2 	 1 		 1 			 1 	 1 				
	AeE		 1 	 2 	 1 		 1 				 1 				
	Aee		 1 	 3 	 1 										
aEo	aEo						 1 								
	aEO			 1 	 1 		 1 							 1 	 1 
	aeo			 1 											
	aeO			 2 	 1 										
	AEo		 1 	 1 	 1 		 1 			 1 	 1 				
	AEO		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Aeo		 1 	 2 	 1 										
	AeO		 1 	 3 	 2 										
aEa	aEa						 1 								
	aEA			 1 	 1 		 1 							 1 	 1 
	aea			 1 											
	aeA			 2 	 1 										
	AEa		 1 	 1 	 1 		 1 			 1 	 1 				
	AEA		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Aea		 1 	 2 	 1 										
	AeA		 1 	 3 	 2 										
aEu	aEu						 1 								
	aEy			 1 	 1 		 1 							 1 	 1 
	aeu			 1 											
	aey			 2 	 1 										
	AEu		 1 	 1 	 1 		 1 			 1 	 1 				
	AEy		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Aeu		 1 	 2 	 1 										
	Aey		 1 	 3 	 2 										
aoO	aoO				 1 										
	aoo			 1 											
	aOO			 1 	 2 										
	aOo			 2 	 1 										
	AoO		 1 	 1 	 2 										
	Aoo		 1 	 2 	 1 										
	AOO		 1 	 2 	 3 										
	AOo		 1 	 3 	 2 										
aoA	aoA				 1 										
	aoa			 1 											
	aOA			 1 	 2 										
	aOa			 2 	 1 										
	AoA		 1 	 1 	 2 										
	Aoa		 1 	 2 	 1 										
	AOA		 1 	 2 	 3 										
	AOa		 1 	 3 	 2 										
aoy	aoy				 1 										
	aou			 1 											
	aOy			 1 	 2 										
	aOu			 2 	 1 										
	Aoy		 1 	 1 	 2 										
	Aou		 1 	 2 	 1 										
	AOy		 1 	 2 	 3 										
	AOu		 1 	 3 	 2 										
aoe	aoe														
	aoE			 1 			 1 								
	aOe			 1 	 1 										
	aOE			 2 	 1 		 1 			 1 	 1 				
	Aoe		 1 	 1 	 1 										
	AoE		 1 	 2 	 1 		 1 				 1 				
	AOe		 1 	 2 	 2 										
	AOE		 1 	 3 	 2 		 1 			 1 	 1 				
aoi	aoi														
	aoI			 1 		 1 	 1 								
	aOi			 1 	 1 										
	aOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aoi		 1 	 1 	 1 										
	AoI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	AOi		 1 	 2 	 2 										
	AOI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
aoI	aoI					 1 	 1 								
	aoi			 1 											
	aOI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aOi			 2 	 1 										
	AoI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Aoi		 1 	 2 	 1 										
	AOI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AOi		 1 	 3 	 2 										
aoE	aoE						 1 								
	aoe			 1 											
	aOE			 1 	 1 		 1 			 1 	 1 				
	aOe			 2 	 1 										
	AoE		 1 	 1 	 1 		 1 				 1 				
	Aoe		 1 	 2 	 1 										
	AOE		 1 	 2 	 2 		 1 			 1 	 1 				
	AOe		 1 	 3 	 2 										
aoo	aoo														
	aoO			 1 	 1 										
	aOO			 2 	 2 										
	Aoo		 1 	 1 	 1 										
	AoO		 1 	 2 	 2 										
	AOO		 1 	 3 	 3 										
aoa	aoa														
	aoA			 1 	 1 										
	aOA			 2 	 2 										
	Aoa		 1 	 1 	 1 										
	AoA		 1 	 2 	 2 										
	AOA		 1 	 3 	 3 										
aou	aou														
	aoy			 1 	 1 										
	aOy			 2 	 2 										
	Aou		 1 	 1 	 1 										
	Aoy		 1 	 2 	 2 										
	AOy		 1 	 3 	 3 										
aaO	aaO				 1 										
	aao			 1 											
	aAO			 1 	 2 										
	aAo			 2 	 1 										
	AaO		 1 	 1 	 2 										
	Aao		 1 	 2 	 1 										
	AAO		 1 	 2 	 3 										
	AAo		 1 	 3 	 2 										
aaA	aaA				 1 										
	aaa			 1 											
	aAA			 1 	 2 										
	aAa			 2 	 1 										
	AaA		 1 	 1 	 2 										
	Aaa		 1 	 2 	 1 										
	AAA		 1 	 2 	 3 										
	AAa		 1 	 3 	 2 										
aay	aay				 1 										
	aau			 1 											
	aAy			 1 	 2 										
	aAu			 2 	 1 										
	Aay		 1 	 1 	 2 										
	Aau		 1 	 2 	 1 										
	AAy		 1 	 2 	 3 										
	AAu		 1 	 3 	 2 										
aae	aae	 1 													
	aaE			 1 			 1 								
	aAe			 1 	 1 										
	aAE			 2 	 1 		 1 			 1 	 1 				
	Aae		 1 	 1 	 1 										
	AaE		 1 	 2 	 1 		 1 				 1 				
	AAe		 1 	 2 	 2 										
	AAE		 1 	 3 	 2 		 1 			 1 	 1 				
aai	aai	 1 													
	aaI			 1 		 1 	 1 								
	aAi			 1 	 1 										
	aAI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aai		 1 	 1 	 1 										
	AaI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	AAi		 1 	 2 	 2 										
	AAI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
aaI	aaI					 1 	 1 								
	aai			 1 											
	aAI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aAi			 2 	 1 										
	AaI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Aai		 1 	 2 	 1 										
	AAI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	AAi		 1 	 3 	 2 										
aaE	aaE						 1 								
	aae			 1 											
	aAE			 1 	 1 		 1 			 1 	 1 				
	aAe			 2 	 1 										
	AaE		 1 	 1 	 1 		 1 				 1 				
	Aae		 1 	 2 	 1 										
	AAE		 1 	 2 	 2 		 1 			 1 	 1 				
	AAe		 1 	 3 	 2 										
aao	aao														
	aaO			 1 	 1 										
	aAO			 2 	 2 										
	Aao		 1 	 1 	 1 										
	AaO		 1 	 2 	 2 										
	AAO		 1 	 3 	 3 										
aaa	aaa	 1 													
	aaA			 1 	 1 										
	aAA			 2 	 2 										
	Aaa		 1 	 1 	 1 										
	AaA		 1 	 2 	 2 										
	AAA		 1 	 3 	 3 										
aau	aau	 1 													
	aay			 1 	 1 										
	aAy			 2 	 2 										
	Aau		 1 	 1 	 1 										
	Aay		 1 	 2 	 2 										
	AAy		 1 	 3 	 3 										
auO	auO				 1 										
	auo			 1 											
	ayO			 1 	 2 										
	ayo			 2 	 1 										
	AuO		 1 	 1 	 2 										
	Auo		 1 	 2 	 1 										
	AyO		 1 	 2 	 3 										
	Ayo		 1 	 3 	 2 										
auA	auA				 1 										
	aua			 1 											
	ayA			 1 	 2 										
	aya			 2 	 1 										
	AuA		 1 	 1 	 2 										
	Aua		 1 	 2 	 1 										
	AyA		 1 	 2 	 3 										
	Aya		 1 	 3 	 2 										
auy	auy				 1 										
	auu			 1 											
	ayy			 1 	 2 										
	ayu			 2 	 1 										
	Auy		 1 	 1 	 2 										
	Auu		 1 	 2 	 1 										
	Ayy		 1 	 2 	 3 										
	Ayu		 1 	 3 	 2 										
aue	aue	 1 													
	auE			 1 			 1 								
	aye			 1 	 1 										
	ayE			 2 	 1 		 1 			 1 	 1 				
	Aue		 1 	 1 	 1 										
	AuE		 1 	 2 	 1 		 1 				 1 				
	Aye		 1 	 2 	 2 										
	AyE		 1 	 3 	 2 		 1 			 1 	 1 				
aui	aui	 1 													
	auI			 1 		 1 	 1 								
	ayi			 1 	 1 										
