			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	Id(HiLoRd)Syl1	Id(HiLoRd)	*F3	*B1	*B2
	aO		0	1	0	0	0	0	1	0	0
	Ao		1	1	0	0	0	0	1	0	0
	AO		1	2	0	0	0	0	2	0	0
	a_		0	0	0	1	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_O		0	1	1	1	0	0	1	0	0
	A_		1	1	0	1	0	0	1	0	0
	ai		0	1	0	0	0	1	0	0	0
	io		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iO		1	2	0	0	1	1	1	0	0
	Ai		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
aa	aa	1	0	0	0	0	0	0	0	0	0
	aA		0	1	0	0	0	0	1	0	0
	Aa		1	1	0	0	0	0	1	0	0
	AA		1	2	0	0	0	0	2	0	0
	a_		0	0	0	1	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_A		0	1	1	1	0	0	1	0	0
	A_		1	1	0	1	0	0	1	0	0
	ai		0	1	0	0	0	1	0	0	0
	ia		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iA		1	2	0	0	1	1	1	0	0
	Ai		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
au	au	1	0	0	0	0	0	0	0	0	0
	ay		0	1	0	0	0	0	1	0	0
	Au		1	1	0	0	0	0	1	0	0
	Ay		1	2	0	0	0	0	2	0	0
	a_		0	0	0	1	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_y		0	1	1	1	0	0	1	0	0
	A_		1	1	0	1	0	0	1	0	0
	ai		0	1	0	0	0	1	0	0	0
	iu		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iy		1	2	0	0	1	1	1	0	0
	Ai		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
ue	ue	1	0	0	0	0	0	0	0	0	0
	uE		0	1	0	0	0	0	0	0	1
	ye		1	1	0	0	0	0	1	0	0
	yE		1	2	0	0	0	0	1	0	1
	u_		0	0	0	1	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_E		0	1	1	1	0	0	0	0	1
	y_		1	1	0	1	0	0	1	0	0
	ui		0	0	0	0	0	1	0	0	0
	ie		1	1	0	0	1	1	0	0	0
	ii		1	1	0	0	1	2	0	0	0
	iE		1	2	0	0	1	1	0	0	1
	yi		1	1	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	0	1	1	0	1	0	0	0
ui	ui	1	0	0	0	0	0	0	0	0	0
	uI		0	1	0	0	0	0	0	1	1
	yi		1	1	0	0	0	0	1	0	0
	yI		1	2	0	0	0	0	1	1	1
	u_		0	0	0	1	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_I		0	1	1	1	0	0	0	1	1
	y_		1	1	0	1	0	0	1	0	0
	ue		0	0	0	0	0	1	0	0	0
	ii		1	1	0	0	1	1	0	0	0
	ie		1	1	0	0	1	2	0	0	0
	iI		1	2	0	0	1	1	0	1	1
	ye		1	1	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_e		0	0	1	1	0	1	0	0	0
uo	uo	1	0	0	0	0	0	0	0	0	0
	uO		0	1	0	0	0	0	1	0	0
	yo		1	1	0	0	0	0	1	0	0
	yO		1	2	0	0	0	0	2	0	0
	u_		0	0	0	1	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_O		0	1	1	1	0	0	1	0	0
	y_		1	1	0	1	0	0	1	0	0
	ui		0	1	0	0	0	1	0	0	0
	io		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iO		1	2	0	0	1	1	1	0	0
	yi		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
ua	ua	1	0	0	0	0	0	0	0	0	0
	uA		0	1	0	0	0	0	1	0	0
	ya		1	1	0	0	0	0	1	0	0
	yA		1	2	0	0	0	0	2	0	0
	u_		0	0	0	1	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_A		0	1	1	1	0	0	1	0	0
	y_		1	1	0	1	0	0	1	0	0
	ui		0	1	0	0	0	1	0	0	0
	ia		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iA		1	2	0	0	1	1	1	0	0
	yi		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
uu	uu	1	0	0	0	0	0	0	0	0	0
	uy		0	1	0	0	0	0	1	0	0
	yu		1	1	0	0	0	0	1	0	0
	yy		1	2	0	0	0	0	2	0	0
	u_		0	0	0	1	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0
	__		0	0	1	2	0	0	0	0	0
	_y		0	1	1	1	0	0	1	0	0
	y_		1	1	0	1	0	0	1	0	0
	ui		0	1	0	0	0	1	0	0	0
	iu		1	1	0	0	1	1	0	0	0
	ii		1	2	0	0	1	2	0	0	0
	iy		1	2	0	0	1	1	1	0	0
	yi		1	2	0	0	0	1	1	0	0
	i_		1	1	0	1	1	1	0	0	0
	_i		0	1	1	1	0	1	0	0	0
Oee	Oee	1	0	0	0	0	0	0	1	0	0
	OeE		0	1	0	0	0	0	1	0	1
	OEE		0	2	0	0	0	0	1	0	2
	oee		1	1	0	0	0	0	0	0	0
	oeE		1	2	0	0	0	0	0	0	1
	oEE		1	3	0	0	0	0	0	0	2
	Oe_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ee		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_E		0	1	0	1	0	0	1	0	1
	_eE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	_EE		0	2	1	1	0	0	0	0	2
	oe_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_E		1	2	0	1	0	0	0	0	1
	Oei		0	0	0	0	0	1	1	0	0
	Oii		0	0	0	0	0	2	1	0	0
	iee		0	0	0	0	1	1	0	0	0
	iei		0	0	0	0	1	2	0	0	0
	iii		0	0	0	0	1	3	0	0	0
	OiE		0	1	0	0	0	1	1	0	1
	ieE		0	1	0	0	1	1	0	0	1
	iiE		0	1	0	0	1	2	0	0	1
	iEE		0	2	0	0	1	1	0	0	2
	oei		1	1	0	0	0	1	0	0	0
	oii		1	1	0	0	0	2	0	0	0
	oiE		1	2	0	0	0	1	0	0	1
	Oi_		0	0	0	1	0	1	1	0	0
	ie_		0	0	0	1	1	1	0	0	0
	ii_		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ei		0	0	1	1	0	1	0	0	0
	_ii		0	0	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	i_E		0	1	0	1	1	1	0	0	1
	_iE		0	1	1	1	0	1	0	0	1
	oi_		1	1	0	1	0	1	0	0	0
Oei	Oei	1	0	0	0	0	0	0	1	0	0
	OeI		0	1	0	0	0	0	1	1	1
	OEi		0	1	0	0	0	0	1	0	1
	OEI		0	2	0	0	0	0	1	1	2
	oei		1	1	0	0	0	0	0	0	0
	oeI		1	2	0	0	0	0	0	1	1
	oEi		1	2	0	0	0	0	0	0	1
	oEI		1	3	0	0	0	0	0	1	2
	Oe_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ei		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_I		0	1	0	1	0	0	1	1	1
	_eI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	OE_		0	1	0	1	0	0	1	0	1
	_Ei		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EI		0	2	1	1	0	0	0	1	2
	oe_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_I		1	2	0	1	0	0	0	1	1
	oE_		1	2	0	1	0	0	0	0	1
	Oee		0	0	0	0	0	1	1	0	0
	Oie		0	0	0	0	0	2	1	0	0
	iei		0	0	0	0	1	1	0	0	0
	iee		0	0	0	0	1	2	0	0	0
	iie		0	0	0	0	1	3	0	0	0
	OiI		0	1	0	0	0	1	1	1	1
	ieI		0	1	0	0	1	1	0	1	1
	iiI		0	1	0	0	1	2	0	1	1
	OEe		0	1	0	0	0	1	1	0	1
	iEi		0	1	0	0	1	1	0	0	1
	iEe		0	1	0	0	1	2	0	0	1
	iEI		0	2	0	0	1	1	0	1	2
	oee		1	1	0	0	0	1	0	0	0
	oie		1	1	0	0	0	2	0	0	0
	oiI		1	2	0	0	0	1	0	1	1
	oEe		1	2	0	0	0	1	0	0	1
	Oi_		0	0	0	1	0	1	1	0	0
	ie_		0	0	0	1	1	1	0	0	0
	ii_		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ee		0	0	1	1	0	1	0	0	0
	_ie		0	0	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	i_I		0	1	0	1	1	1	0	1	1
	_iI		0	1	1	1	0	1	0	1	1
	iE_		0	1	0	1	1	1	0	0	1
	_Ee		0	1	1	1	0	1	0	0	1
	oi_		1	1	0	1	0	1	0	0	0
Oeo	Oeo	1	0	0	0	0	0	0	1	0	0
	OeO		0	1	0	0	0	0	2	0	0
	OEo		0	1	0	0	0	0	1	0	1
	OEO		0	2	0	0	0	0	2	0	1
	oeo		1	1	0	0	0	0	0	0	0
	oeO		1	2	0	0	0	0	1	0	0
	oEo		1	2	0	0	0	0	0	0	1
	oEO		1	3	0	0	0	0	1	0	1
	Oe_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_eo		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_O		0	1	0	1	0	0	2	0	0
	_eO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	OE_		0	1	0	1	0	0	1	0	1
	_Eo		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EO		0	2	1	1	0	0	1	0	1
	oe_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_O		1	2	0	1	0	0	1	0	0
	oE_		1	2	0	1	0	0	0	0	1
	Oei		0	1	0	0	0	1	1	0	0
	Oio		0	0	0	0	0	1	1	0	0
	Oii		0	1	0	0	0	2	1	0	0
	ieo		0	0	0	0	1	1	0	0	0
	iei		0	1	0	0	1	2	0	0	0
	iio		0	0	0	0	1	2	0	0	0
	iii		0	1	0	0	1	3	0	0	0
	OiO		0	1	0	0	0	1	2	0	0
	ieO		0	1	0	0	1	1	1	0	0
	iiO		0	1	0	0	1	2	1	0	0
	OEi		0	2	0	0	0	1	1	0	1
	iEo		0	1	0	0	1	1	0	0	1
	iEi		0	2	0	0	1	2	0	0	1
	iEO		0	2	0	0	1	1	1	0	1
	oei		1	2	0	0	0	1	0	0	0
	oio		1	1	0	0	0	1	0	0	0
	oii		1	2	0	0	0	2	0	0	0
	oiO		1	2	0	0	0	1	1	0	0
	oEi		1	3	0	0	0	1	0	0	1
	Oi_		0	0	0	1	0	1	1	0	0
	ie_		0	0	0	1	1	1	0	0	0
	ii_		0	0	0	1	1	2	0	0	0
	O_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_io		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_O		0	1	0	1	1	1	1	0	0
	_iO		0	1	1	1	0	1	1	0	0
	iE_		0	1	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	oi_		1	1	0	1	0	1	0	0	0
	o_i		1	2	0	1	0	1	0	0	0
Oea	Oea	1	0	0	0	0	0	0	1	0	0
	OeA		0	1	0	0	0	0	2	0	0
	OEa		0	1	0	0	0	0	1	0	1
	OEA		0	2	0	0	0	0	2	0	1
	oea		1	1	0	0	0	0	0	0	0
	oeA		1	2	0	0	0	0	1	0	0
	oEa		1	2	0	0	0	0	0	0	1
	oEA		1	3	0	0	0	0	1	0	1
	Oe_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ea		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_A		0	1	0	1	0	0	2	0	0
	_eA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	OE_		0	1	0	1	0	0	1	0	1
	_Ea		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_EA		0	2	1	1	0	0	1	0	1
	oe_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_A		1	2	0	1	0	0	1	0	0
	oE_		1	2	0	1	0	0	0	0	1
	Oei		0	1	0	0	0	1	1	0	0
	Oia		0	0	0	0	0	1	1	0	0
	Oii		0	1	0	0	0	2	1	0	0
	iea		0	0	0	0	1	1	0	0	0
	iei		0	1	0	0	1	2	0	0	0
	iia		0	0	0	0	1	2	0	0	0
	iii		0	1	0	0	1	3	0	0	0
	OiA		0	1	0	0	0	1	2	0	0
	ieA		0	1	0	0	1	1	1	0	0
	iiA		0	1	0	0	1	2	1	0	0
	OEi		0	2	0	0	0	1	1	0	1
	iEa		0	1	0	0	1	1	0	0	1
	iEi		0	2	0	0	1	2	0	0	1
	iEA		0	2	0	0	1	1	1	0	1
	oei		1	2	0	0	0	1	0	0	0
	oia		1	1	0	0	0	1	0	0	0
	oii		1	2	0	0	0	2	0	0	0
	oiA		1	2	0	0	0	1	1	0	0
	oEi		1	3	0	0	0	1	0	0	1
	Oi_		0	0	0	1	0	1	1	0	0
	ie_		0	0	0	1	1	1	0	0	0
	ii_		0	0	0	1	1	2	0	0	0
	O_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_ia		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_A		0	1	0	1	1	1	1	0	0
	_iA		0	1	1	1	0	1	1	0	0
	iE_		0	1	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	oi_		1	1	0	1	0	1	0	0	0
	o_i		1	2	0	1	0	1	0	0	0
Oeu	Oeu	1	0	0	0	0	0	0	1	0	0
	Oey		0	1	0	0	0	0	2	0	0
	OEu		0	1	0	0	0	0	1	0	1
	OEy		0	2	0	0	0	0	2	0	1
	oeu		1	1	0	0	0	0	0	0	0
	oey		1	2	0	0	0	0	1	0	0
	oEu		1	2	0	0	0	0	0	0	1
	oEy		1	3	0	0	0	0	1	0	1
	Oe_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_eu		0	0	1	1	0	0	0	0	0
	_e_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_y		0	1	0	1	0	0	2	0	0
	_ey		0	1	1	1	0	0	1	0	0
	__y		0	1	1	2	0	0	1	0	0
	OE_		0	1	0	1	0	0	1	0	1
	_Eu		0	1	1	1	0	0	0	0	1
	_E_		0	1	1	2	0	0	0	0	1
	_Ey		0	2	1	1	0	0	1	0	1
	oe_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_y		1	2	0	1	0	0	1	0	0
	oE_		1	2	0	1	0	0	0	0	1
	Oei		0	1	0	0	0	1	1	0	0
	Oiu		0	0	0	0	0	1	1	0	0
	Oii		0	1	0	0	0	2	1	0	0
	ieu		0	0	0	0	1	1	0	0	0
	iei		0	1	0	0	1	2	0	0	0
	iiu		0	0	0	0	1	2	0	0	0
	iii		0	1	0	0	1	3	0	0	0
	Oiy		0	1	0	0	0	1	2	0	0
	iey		0	1	0	0	1	1	1	0	0
	iiy		0	1	0	0	1	2	1	0	0
	OEi		0	2	0	0	0	1	1	0	1
	iEu		0	1	0	0	1	1	0	0	1
	iEi		0	2	0	0	1	2	0	0	1
	iEy		0	2	0	0	1	1	1	0	1
	oei		1	2	0	0	0	1	0	0	0
	oiu		1	1	0	0	0	1	0	0	0
	oii		1	2	0	0	0	2	0	0	0
	oiy		1	2	0	0	0	1	1	0	0
	oEi		1	3	0	0	0	1	0	0	1
	Oi_		0	0	0	1	0	1	1	0	0
	ie_		0	0	0	1	1	1	0	0	0
	ii_		0	0	0	1	1	2	0	0	0
	O_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ei		0	1	1	1	0	1	0	0	0
	_iu		0	0	1	1	0	1	0	0	0
	_ii		0	1	1	1	0	2	0	0	0
	_i_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_y		0	1	0	1	1	1	1	0	0
	_iy		0	1	1	1	0	1	1	0	0
	iE_		0	1	0	1	1	1	0	0	1
	_Ei		0	2	1	1	0	1	0	0	1
	oi_		1	1	0	1	0	1	0	0	0
	o_i		1	2	0	1	0	1	0	0	0
Oie	Oie	1	0	0	0	0	0	0	1	0	0
	OiE		0	1	0	0	0	0	1	0	1
	OIe		0	1	0	0	0	0	1	1	1
	OIE		0	2	0	0	0	0	1	1	2
	oie		1	1	0	0	0	0	0	0	0
	oiE		1	2	0	0	0	0	0	0	1
	oIe		1	2	0	0	0	0	0	1	1
	oIE		1	3	0	0	0	0	0	1	2
	Oi_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ie		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_E		0	1	0	1	0	0	1	0	1
	_iE		0	1	1	1	0	0	0	0	1
	__E		0	1	1	2	0	0	0	0	1
	OI_		0	1	0	1	0	0	1	1	1
	_Ie		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IE		0	2	1	1	0	0	0	1	2
	oi_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_E		1	2	0	1	0	0	0	0	1
	oI_		1	2	0	1	0	0	0	1	1
	Oii		0	0	0	0	0	1	1	0	0
	Oei		0	0	0	0	0	2	1	0	0
	iie		0	0	0	0	1	1	0	0	0
	iii		0	0	0	0	1	2	0	0	0
	iei		0	0	0	0	1	3	0	0	0
	OeE		0	1	0	0	0	1	1	0	1
	iiE		0	1	0	0	1	1	0	0	1
	ieE		0	1	0	0	1	2	0	0	1
	OIi		0	1	0	0	0	1	1	1	1
	iIe		0	1	0	0	1	1	0	1	1
	iIi		0	1	0	0	1	2	0	1	1
	iIE		0	2	0	0	1	1	0	1	2
	oii		1	1	0	0	0	1	0	0	0
	oei		1	1	0	0	0	2	0	0	0
	oeE		1	2	0	0	0	1	0	0	1
	oIi		1	2	0	0	0	1	0	1	1
	Oe_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	0	1	1	0	1	0	0	0
	_ei		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	i_E		0	1	0	1	1	1	0	0	1
	_eE		0	1	1	1	0	1	0	0	1
	iI_		0	1	0	1	1	1	0	1	1
	_Ii		0	1	1	1	0	1	0	1	1
	oe_		1	1	0	1	0	1	0	0	0
Oii	Oii	1	0	0	0	0	0	0	1	0	0
	OiI		0	1	0	0	0	0	1	1	1
	OII		0	2	0	0	0	0	1	2	2
	oii		1	1	0	0	0	0	0	0	0
	oiI		1	2	0	0	0	0	0	1	1
	oII		1	3	0	0	0	0	0	2	2
	Oi_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ii		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_I		0	1	0	1	0	0	1	1	1
	_iI		0	1	1	1	0	0	0	1	1
	__I		0	1	1	2	0	0	0	1	1
	_II		0	2	1	1	0	0	0	2	2
	oi_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_I		1	2	0	1	0	0	0	1	1
	Oie		0	0	0	0	0	1	1	0	0
	Oee		0	0	0	0	0	2	1	0	0
	iii		0	0	0	0	1	1	0	0	0
	iie		0	0	0	0	1	2	0	0	0
	iee		0	0	0	0	1	3	0	0	0
	OeI		0	1	0	0	0	1	1	1	1
	iiI		0	1	0	0	1	1	0	1	1
	ieI		0	1	0	0	1	2	0	1	1
	iII		0	2	0	0	1	1	0	2	2
	oie		1	1	0	0	0	1	0	0	0
	oee		1	1	0	0	0	2	0	0	0
	oeI		1	2	0	0	0	1	0	1	1
	Oe_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ie		0	0	1	1	0	1	0	0	0
	_ee		0	0	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	i_I		0	1	0	1	1	1	0	1	1
	_eI		0	1	1	1	0	1	0	1	1
	oe_		1	1	0	1	0	1	0	0	0
Oio	Oio	1	0	0	0	0	0	0	1	0	0
	OiO		0	1	0	0	0	0	2	0	0
	OIo		0	1	0	0	0	0	1	1	1
	OIO		0	2	0	0	0	0	2	1	1
	oio		1	1	0	0	0	0	0	0	0
	oiO		1	2	0	0	0	0	1	0	0
	oIo		1	2	0	0	0	0	0	1	1
	oIO		1	3	0	0	0	0	1	1	1
	Oi_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_io		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_O		0	1	0	1	0	0	2	0	0
	_iO		0	1	1	1	0	0	1	0	0
	__O		0	1	1	2	0	0	1	0	0
	OI_		0	1	0	1	0	0	1	1	1
	_Io		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IO		0	2	1	1	0	0	1	1	1
	oi_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_O		1	2	0	1	0	0	1	0	0
	oI_		1	2	0	1	0	0	0	1	1
	Oii		0	1	0	0	0	1	1	0	0
	Oeo		0	0	0	0	0	1	1	0	0
	Oei		0	1	0	0	0	2	1	0	0
	iio		0	0	0	0	1	1	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	ieo		0	0	0	0	1	2	0	0	0
	iei		0	1	0	0	1	3	0	0	0
	OeO		0	1	0	0	0	1	2	0	0
	iiO		0	1	0	0	1	1	1	0	0
	ieO		0	1	0	0	1	2	1	0	0
	OIi		0	2	0	0	0	1	1	1	1
	iIo		0	1	0	0	1	1	0	1	1
	iIi		0	2	0	0	1	2	0	1	1
	iIO		0	2	0	0	1	1	1	1	1
	oii		1	2	0	0	0	1	0	0	0
	oeo		1	1	0	0	0	1	0	0	0
	oei		1	2	0	0	0	2	0	0	0
	oeO		1	2	0	0	0	1	1	0	0
	oIi		1	3	0	0	0	1	0	1	1
	Oe_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	O_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_eo		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_O		0	1	0	1	1	1	1	0	0
	_eO		0	1	1	1	0	1	1	0	0
	iI_		0	1	0	1	1	1	0	1	1
	_Ii		0	2	1	1	0	1	0	1	1
	oe_		1	1	0	1	0	1	0	0	0
	o_i		1	2	0	1	0	1	0	0	0
Oia	Oia	1	0	0	0	0	0	0	1	0	0
	OiA		0	1	0	0	0	0	2	0	0
	OIa		0	1	0	0	0	0	1	1	1
	OIA		0	2	0	0	0	0	2	1	1
	oia		1	1	0	0	0	0	0	0	0
	oiA		1	2	0	0	0	0	1	0	0
	oIa		1	2	0	0	0	0	0	1	1
	oIA		1	3	0	0	0	0	1	1	1
	Oi_		0	0	0	1	0	0	1	0	0
	O__		0	0	0	2	0	0	1	0	0
	_ia		0	0	1	1	0	0	0	0	0
	_i_		0	0	1	2	0	0	0	0	0
	___		0	0	1	3	0	0	0	0	0
	O_A		0	1	0	1	0	0	2	0	0
	_iA		0	1	1	1	0	0	1	0	0
	__A		0	1	1	2	0	0	1	0	0
	OI_		0	1	0	1	0	0	1	1	1
	_Ia		0	1	1	1	0	0	0	1	1
	_I_		0	1	1	2	0	0	0	1	1
	_IA		0	2	1	1	0	0	1	1	1
	oi_		1	1	0	1	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0
	o_A		1	2	0	1	0	0	1	0	0
	oI_		1	2	0	1	0	0	0	1	1
	Oii		0	1	0	0	0	1	1	0	0
	Oea		0	0	0	0	0	1	1	0	0
	Oei		0	1	0	0	0	2	1	0	0
	iia		0	0	0	0	1	1	0	0	0
	iii		0	1	0	0	1	2	0	0	0
	iea		0	0	0	0	1	2	0	0	0
	iei		0	1	0	0	1	3	0	0	0
	OeA		0	1	0	0	0	1	2	0	0
	iiA		0	1	0	0	1	1	1	0	0
	ieA		0	1	0	0	1	2	1	0	0
	OIi		0	2	0	0	0	1	1	1	1
	iIa		0	1	0	0	1	1	0	1	1
	iIi		0	2	0	0	1	2	0	1	1
	iIA		0	2	0	0	1	1	1	1	1
	oii		1	2	0	0	0	1	0	0	0
	oea		1	1	0	0	0	1	0	0	0
	oei		1	2	0	0	0	2	0	0	0
	oeA		1	2	0	0	0	1	1	0	0
	oIi		1	3	0	0	0	1	0	1	1
	Oe_		0	0	0	1	0	1	1	0	0
	ii_		0	0	0	1	1	1	0	0	0
	ie_		0	0	0	1	1	2	0	0	0
	O_i		0	1	0	1	0	1	1	0	0
	i_i		0	1	0	1	1	2	0	0	0
	i__		0	0	0	2	1	1	0	0	0
	_ii		0	1	1	1	0	1	0	0	0
	_ea		0	0	1	1	0	1	0	0	0
	_ei		0	1	1	1	0	2	0	0	0
	_e_		0	0	1	2	0	1	0	0	0
	__i		0	1	1	2	0	1	0	0	0
	i_A		0	1	0	1	1	1	1	0	0
	_eA		0	1	1	1	0	1	1	0	0
	iI_		0	1	0	1	1	1	0	1	1
