			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	Id(HiLoRd)Syl1	Id(HiLoRd)	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	a_		0	0	0	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_I		0	1	1	1	0	0	0	1	0	0	0	0
	A_		1	1	0	1	0	0	0	0	0	0	0	0
	ae		0	0	0	0	0	0	1	0	0	0	0	0
	ii		1	1	0	0	0	2	2	0	0	0	0	0
	ie		1	1	0	0	0	2	3	0	0	0	0	0
	ei		1	1	0	0	0	1	1	0	0	0	0	0
	ee		1	1	0	0	0	1	2	0	0	0	0	0
	iI		1	2	0	0	0	2	2	1	0	0	0	0
	eI		1	2	0	0	0	1	1	1	0	0	0	0
	Ae		1	1	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	2	2	0	0	0	0	0
	e_		1	1	0	1	0	1	1	0	0	0	0	0
	_e		0	0	1	1	0	0	1	0	0	0	0	0
ao	ao	1	0	0	0	0	0	0	0	0	0	0	0	0
	aO		0	1	0	0	0	0	0	0	0	0	1	1
	Ao		1	1	0	0	0	0	0	0	1	1	0	0
	AO		1	2	0	0	0	0	0	0	0	0	0	0
	a_		0	0	0	1	0	0	0	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_O		0	1	1	1	0	0	0	0	0	0	0	0
	A_		1	1	0	1	0	0	0	0	0	0	0	0
	ai		0	1	0	0	0	0	2	0	0	0	0	0
	ae		0	1	0	0	0	0	1	0	0	0	0	0
	io		1	1	0	0	0	2	2	0	0	0	0	0
	ii		1	2	0	0	0	2	4	0	0	0	0	0
	ie		1	2	0	0	0	2	3	0	0	0	0	0
	eo		1	1	0	0	0	1	1	0	0	0	0	0
	ei		1	2	0	0	0	1	3	0	0	0	0	0
	ee		1	2	0	0	0	1	2	0	0	0	0	0
	iO		1	2	0	0	0	2	2	0	0	0	0	0
	eO		1	2	0	0	0	1	1	0	0	0	0	0
	Ai		1	2	0	0	0	0	2	0	0	0	0	0
	Ae		1	2	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	2	2	0	0	0	0	0
	e_		1	1	0	1	0	1	1	0	0	0	0	0
	_i		0	1	1	1	0	0	2	0	0	0	0	0
	_e		0	1	1	1	0	0	1	0	0	0	0	0
aa	aa	1	0	0	0	0	0	0	0	0	0	0	0	0
	aA		0	1	0	0	0	0	0	0	0	0	1	1
	Aa		1	1	0	0	0	0	0	0	1	1	0	0
	AA		1	2	0	0	0	0	0	0	0	0	0	0
	a_		0	0	0	1	0	0	0	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_A		0	1	1	1	0	0	0	0	0	0	0	0
	A_		1	1	0	1	0	0	0	0	0	0	0	0
	ai		0	1	0	0	0	0	2	0	0	0	0	0
	ae		0	1	0	0	0	0	1	0	0	0	0	0
	ia		1	1	0	0	0	2	2	0	0	0	0	0
	ii		1	2	0	0	0	2	4	0	0	0	0	0
	ie		1	2	0	0	0	2	3	0	0	0	0	0
	ea		1	1	0	0	0	1	1	0	0	0	0	0
	ei		1	2	0	0	0	1	3	0	0	0	0	0
	ee		1	2	0	0	0	1	2	0	0	0	0	0
	iA		1	2	0	0	0	2	2	0	0	0	0	0
	eA		1	2	0	0	0	1	1	0	0	0	0	0
	Ai		1	2	0	0	0	0	2	0	0	0	0	0
	Ae		1	2	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	2	2	0	0	0	0	0
	e_		1	1	0	1	0	1	1	0	0	0	0	0
	_i		0	1	1	1	0	0	2	0	0	0	0	0
	_e		0	1	1	1	0	0	1	0	0	0	0	0
au	au	1	0	0	0	0	0	0	0	0	0	0	0	0
	ay		0	1	0	0	0	0	0	0	0	0	1	1
	Au		1	1	0	0	0	0	0	0	1	1	0	0
	Ay		1	2	0	0	0	0	0	0	0	0	0	0
	a_		0	0	0	1	0	0	0	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_y		0	1	1	1	0	0	0	0	0	0	0	0
	A_		1	1	0	1	0	0	0	0	0	0	0	0
	ai		0	1	0	0	0	0	1	0	0	0	0	0
	ae		0	1	0	0	0	0	2	0	0	0	0	0
	iu		1	1	0	0	0	2	2	0	0	0	0	0
	ii		1	2	0	0	0	2	3	0	0	0	0	0
	ie		1	2	0	0	0	2	4	0	0	0	0	0
	eu		1	1	0	0	0	1	1	0	0	0	0	0
	ei		1	2	0	0	0	1	2	0	0	0	0	0
	ee		1	2	0	0	0	1	3	0	0	0	0	0
	iy		1	2	0	0	0	2	2	0	0	0	0	0
	ey		1	2	0	0	0	1	1	0	0	0	0	0
	Ai		1	2	0	0	0	0	1	0	0	0	0	0
	Ae		1	2	0	0	0	0	2	0	0	0	0	0
	i_		1	1	0	1	0	2	2	0	0	0	0	0
	e_		1	1	0	1	0	1	1	0	0	0	0	0
	_i		0	1	1	1	0	0	1	0	0	0	0	0
	_e		0	1	1	1	0	0	2	0	0	0	0	0
ue	ue	1	0	0	0	0	0	0	0	0	0	0	0	0
	uE		0	1	0	0	0	0	0	1	0	0	0	0
	ye		1	1	0	0	0	0	0	0	0	0	0	0
	yE		1	2	0	0	0	0	0	1	1	1	0	0
	u_		0	0	0	1	0	0	0	0	0	0	0	0
	_e		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_E		0	1	1	1	0	0	0	1	0	0	0	0
	y_		1	1	0	1	0	0	0	0	0	0	0	0
	ui		0	0	0	0	0	0	1	0	0	0	0	0
	ie		1	1	0	0	0	1	1	0	0	0	0	0
	ii		1	1	0	0	0	1	2	0	0	0	0	0
	ee		1	1	0	0	0	2	2	0	0	0	0	0
	ei		1	1	0	0	0	2	3	0	0	0	0	0
	iE		1	2	0	0	0	1	1	1	0	0	0	0
	eE		1	2	0	0	0	2	2	1	0	0	0	0
	yi		1	1	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	1	1	0	0	0	0	0
	e_		1	1	0	1	0	2	2	0	0	0	0	0
	_i		0	0	1	1	0	0	1	0	0	0	0	0
ui	ui	1	0	0	0	0	0	0	0	0	0	0	0	0
	uI		0	1	0	0	0	0	0	1	0	0	0	0
	yi		1	1	0	0	0	0	0	0	0	0	0	0
	yI		1	2	0	0	0	0	0	1	1	1	0	0
	u_		0	0	0	1	0	0	0	0	0	0	0	0
	_i		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_I		0	1	1	1	0	0	0	1	0	0	0	0
	y_		1	1	0	1	0	0	0	0	0	0	0	0
	ue		0	0	0	0	0	0	1	0	0	0	0	0
	ii		1	1	0	0	0	1	1	0	0	0	0	0
	ie		1	1	0	0	0	1	2	0	0	0	0	0
	ei		1	1	0	0	0	2	2	0	0	0	0	0
	ee		1	1	0	0	0	2	3	0	0	0	0	0
	iI		1	2	0	0	0	1	1	1	0	0	0	0
	eI		1	2	0	0	0	2	2	1	0	0	0	0
	ye		1	1	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	1	1	0	0	0	0	0
	e_		1	1	0	1	0	2	2	0	0	0	0	0
	_e		0	0	1	1	0	0	1	0	0	0	0	0
uo	uo	1	0	0	0	0	0	0	0	0	0	0	0	0
	uO		0	1	0	0	0	0	0	0	0	0	1	1
	yo		1	1	0	0	0	0	0	0	1	1	0	0
	yO		1	2	0	0	0	0	0	0	0	0	0	0
	u_		0	0	0	1	0	0	0	0	0	0	0	0
	_o		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_O		0	1	1	1	0	0	0	0	0	0	0	0
	y_		1	1	0	1	0	0	0	0	0	0	0	0
	ui		0	1	0	0	0	0	2	0	0	0	0	0
	ue		0	1	0	0	0	0	1	0	0	0	0	0
	io		1	1	0	0	0	1	1	0	0	0	0	0
	ii		1	2	0	0	0	1	3	0	0	0	0	0
	ie		1	2	0	0	0	1	2	0	0	0	0	0
	eo		1	1	0	0	0	2	2	0	0	0	0	0
	ei		1	2	0	0	0	2	4	0	0	0	0	0
	ee		1	2	0	0	0	2	3	0	0	0	0	0
	iO		1	2	0	0	0	1	1	0	0	0	0	0
	eO		1	2	0	0	0	2	2	0	0	0	0	0
	yi		1	2	0	0	0	0	2	0	0	0	0	0
	ye		1	2	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	1	1	0	0	0	0	0
	e_		1	1	0	1	0	2	2	0	0	0	0	0
	_i		0	1	1	1	0	0	2	0	0	0	0	0
	_e		0	1	1	1	0	0	1	0	0	0	0	0
ua	ua	1	0	0	0	0	0	0	0	0	0	0	0	0
	uA		0	1	0	0	0	0	0	0	0	0	1	1
	ya		1	1	0	0	0	0	0	0	1	1	0	0
	yA		1	2	0	0	0	0	0	0	0	0	0	0
	u_		0	0	0	1	0	0	0	0	0	0	0	0
	_a		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_A		0	1	1	1	0	0	0	0	0	0	0	0
	y_		1	1	0	1	0	0	0	0	0	0	0	0
	ui		0	1	0	0	0	0	2	0	0	0	0	0
	ue		0	1	0	0	0	0	1	0	0	0	0	0
	ia		1	1	0	0	0	1	1	0	0	0	0	0
	ii		1	2	0	0	0	1	3	0	0	0	0	0
	ie		1	2	0	0	0	1	2	0	0	0	0	0
	ea		1	1	0	0	0	2	2	0	0	0	0	0
	ei		1	2	0	0	0	2	4	0	0	0	0	0
	ee		1	2	0	0	0	2	3	0	0	0	0	0
	iA		1	2	0	0	0	1	1	0	0	0	0	0
	eA		1	2	0	0	0	2	2	0	0	0	0	0
	yi		1	2	0	0	0	0	2	0	0	0	0	0
	ye		1	2	0	0	0	0	1	0	0	0	0	0
	i_		1	1	0	1	0	1	1	0	0	0	0	0
	e_		1	1	0	1	0	2	2	0	0	0	0	0
	_i		0	1	1	1	0	0	2	0	0	0	0	0
	_e		0	1	1	1	0	0	1	0	0	0	0	0
uu	uu	1	0	0	0	0	0	0	0	0	0	0	0	0
	uy		0	1	0	0	0	0	0	0	0	0	1	1
	yu		1	1	0	0	0	0	0	0	1	1	0	0
	yy		1	2	0	0	0	0	0	0	0	0	0	0
	u_		0	0	0	1	0	0	0	0	0	0	0	0
	_u		0	0	1	1	0	0	0	0	0	0	0	0
	__		0	0	1	2	1	0	0	0	0	0	0	0
	_y		0	1	1	1	0	0	0	0	0	0	0	0
	y_		1	1	0	1	0	0	0	0	0	0	0	0
	ui		0	1	0	0	0	0	1	0	0	0	0	0
	ue		0	1	0	0	0	0	2	0	0	0	0	0
	iu		1	1	0	0	0	1	1	0	0	0	0	0
	ii		1	2	0	0	0	1	2	0	0	0	0	0
	ie		1	2	0	0	0	1	3	0	0	0	0	0
	eu		1	1	0	0	0	2	2	0	0	0	0	0
	ei		1	2	0	0	0	2	3	0	0	0	0	0
	ee		1	2	0	0	0	2	4	0	0	0	0	0
	iy		1	2	0	0	0	1	1	0	0	0	0	0
	ey		1	2	0	0	0	2	2	0	0	0	0	0
	yi		1	2	0	0	0	0	1	0	0	0	0	0
	ye		1	2	0	0	0	0	2	0	0	0	0	0
	i_		1	1	0	1	0	1	1	0	0	0	0	0
	e_		1	1	0	1	0	2	2	0	0	0	0	0
	_i		0	1	1	1	0	0	1	0	0	0	0	0
	_e		0	1	1	1	0	0	2	0	0	0	0	0
OOO	OOO	1	0	0	0	0	0	0	0	0	0	0	0	0
	OOo		0	1	0	0	0	0	0	0	1	1	0	0
	OoO		0	1	0	0	0	0	0	0	1	1	1	1
	Ooo		0	2	0	0	0	0	0	0	1	2	0	0
	oOO		1	1	0	0	0	0	0	0	0	0	1	1
	oOo		1	2	0	0	0	0	0	0	1	1	1	1
	ooO		1	2	0	0	0	0	0	0	0	0	1	2
	ooo		1	3	0	0	0	0	0	0	0	0	0	0
	OO_		0	0	0	1	0	0	0	0	0	0	0	0
	O__		0	0	0	2	0	0	0	0	0	0	0	0
	_OO		0	0	1	1	0	0	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	O_o		0	1	0	1	0	0	0	0	1	1	0	0
	_Oo		0	1	1	1	0	0	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0	0	0
	_oO		0	1	1	1	0	0	0	0	0	0	1	1
	_oo		0	2	1	1	0	0	0	0	0	0	0	0
	oO_		1	1	0	1	0	0	0	0	0	0	1	1
	o__		1	1	0	2	0	0	0	0	0	0	0	0
	o_o		1	2	0	1	0	0	0	0	0	0	0	0
	OOi		0	0	0	0	0	0	2	0	0	0	0	0
	OOe		0	0	0	0	0	0	1	0	0	0	0	0
	Oii		0	0	0	0	0	0	4	0	0	0	0	0
	Oie		0	0	0	0	0	0	3	0	0	0	0	0
	iOO		0	0	0	0	0	2	2	0	0	0	0	0
	iOi		0	0	0	0	0	2	4	0	0	0	0	0
	iOe		0	0	0	0	0	2	3	0	0	0	0	0
	iii		0	0	0	0	0	2	6	0	0	0	0	0
	iie		0	0	0	0	0	2	5	0	0	0	0	0
	eOO		0	0	0	0	0	1	1	0	0	0	0	0
	eOi		0	0	0	0	0	1	3	0	0	0	0	0
	eOe		0	0	0	0	0	1	2	0	0	0	0	0
	eii		0	0	0	0	0	1	5	0	0	0	0	0
	eie		0	0	0	0	0	1	4	0	0	0	0	0
	Oio		0	1	0	0	0	0	2	0	0	1	0	0
	Oeo		0	1	0	0	0	0	1	0	0	1	0	0
	iOo		0	1	0	0	0	2	2	0	1	1	0	0
	iio		0	1	0	0	0	2	4	0	0	0	0	0
	ieo		0	1	0	0	0	2	3	0	0	0	0	0
	eOo		0	1	0	0	0	1	1	0	1	1	0	0
	eio		0	1	0	0	0	1	3	0	0	0	0	0
	eeo		0	1	0	0	0	1	2	0	0	0	0	0
	Ooi		0	1	0	0	0	0	2	0	1	1	0	0
	Ooe		0	1	0	0	0	0	1	0	1	1	0	0
	ioO		0	1	0	0	0	2	2	0	0	0	1	1
	eoO		0	1	0	0	0	1	1	0	0	0	1	1
	ioo		0	2	0	0	0	2	2	0	0	0	0	0
	eoo		0	2	0	0	0	1	1	0	0	0	0	0
	oOi		1	1	0	0	0	0	2	0	0	0	1	1
	oOe		1	1	0	0	0	0	1	0	0	0	1	1
	oiO		1	1	0	0	0	0	2	0	0	0	0	1
	oii		1	1	0	0	0	0	4	0	0	0	0	0
	oie		1	1	0	0	0	0	3	0	0	0	0	0
	oeO		1	1	0	0	0	0	1	0	0	0	0	1
	oee		1	1	0	0	0	0	2	0	0	0	0	0
	oio		1	2	0	0	0	0	2	0	0	0	0	0
	oeo		1	2	0	0	0	0	1	0	0	0	0	0
	Oi_		0	0	0	1	0	0	2	0	0	0	0	0
	Oe_		0	0	0	1	0	0	1	0	0	0	0	0
	iO_		0	0	0	1	0	2	2	0	0	0	0	0
	ii_		0	0	0	1	0	2	4	0	0	0	0	0
	ie_		0	0	0	1	0	2	3	0	0	0	0	0
	eO_		0	0	0	1	0	1	1	0	0	0	0	0
	ei_		0	0	0	1	0	1	3	0	0	0	0	0
	ee_		0	0	0	1	0	1	2	0	0	0	0	0
	i__		0	0	0	2	0	2	2	0	0	0	0	0
	e__		0	0	0	2	0	1	1	0	0	0	0	0
	_Oi		0	0	1	1	0	0	2	0	0	0	0	0
	_Oe		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	0	1	1	0	0	4	0	0	0	0	0
	_ie		0	0	1	1	0	0	3	0	0	0	0	0
	_i_		0	0	1	2	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_o		0	1	0	1	0	2	2	0	0	0	0	0
	e_o		0	1	0	1	0	1	1	0	0	0	0	0
	_io		0	1	1	1	0	0	2	0	0	0	0	0
	_eo		0	1	1	1	0	0	1	0	0	0	0	0
	oi_		1	1	0	1	0	0	2	0	0	0	0	0
	oe_		1	1	0	1	0	0	1	0	0	0	0	0
OOA	OOA	1	0	0	0	0	0	0	0	0	0	0	0	0
	OOa		0	1	0	0	0	0	0	0	1	1	0	0
	OoA		0	1	0	0	0	0	0	0	1	1	1	1
	Ooa		0	2	0	0	0	0	0	0	1	2	0	0
	oOA		1	1	0	0	0	0	0	0	0	0	1	1
	oOa		1	2	0	0	0	0	0	0	1	1	1	1
	ooA		1	2	0	0	0	0	0	0	0	0	1	2
	ooa		1	3	0	0	0	0	0	0	0	0	0	0
	OO_		0	0	0	1	0	0	0	0	0	0	0	0
	O__		0	0	0	2	0	0	0	0	0	0	0	0
	_OA		0	0	1	1	0	0	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	O_a		0	1	0	1	0	0	0	0	1	1	0	0
	_Oa		0	1	1	1	0	0	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0	0	0
	_oA		0	1	1	1	0	0	0	0	0	0	1	1
	_oa		0	2	1	1	0	0	0	0	0	0	0	0
	oO_		1	1	0	1	0	0	0	0	0	0	1	1
	o__		1	1	0	2	0	0	0	0	0	0	0	0
	o_a		1	2	0	1	0	0	0	0	0	0	0	0
	OOi		0	0	0	0	0	0	2	0	0	0	0	0
	OOe		0	0	0	0	0	0	1	0	0	0	0	0
	Oii		0	0	0	0	0	0	4	0	0	0	0	0
	Oie		0	0	0	0	0	0	3	0	0	0	0	0
	iOA		0	0	0	0	0	2	2	0	0	0	0	0
	iOi		0	0	0	0	0	2	4	0	0	0	0	0
	iOe		0	0	0	0	0	2	3	0	0	0	0	0
	iii		0	0	0	0	0	2	6	0	0	0	0	0
	iie		0	0	0	0	0	2	5	0	0	0	0	0
	eOA		0	0	0	0	0	1	1	0	0	0	0	0
	eOi		0	0	0	0	0	1	3	0	0	0	0	0
	eOe		0	0	0	0	0	1	2	0	0	0	0	0
	eii		0	0	0	0	0	1	5	0	0	0	0	0
	eie		0	0	0	0	0	1	4	0	0	0	0	0
	Oia		0	1	0	0	0	0	2	0	0	1	0	0
	Oea		0	1	0	0	0	0	1	0	0	1	0	0
	iOa		0	1	0	0	0	2	2	0	1	1	0	0
	iia		0	1	0	0	0	2	4	0	0	0	0	0
	iea		0	1	0	0	0	2	3	0	0	0	0	0
	eOa		0	1	0	0	0	1	1	0	1	1	0	0
	eia		0	1	0	0	0	1	3	0	0	0	0	0
	eea		0	1	0	0	0	1	2	0	0	0	0	0
	Ooi		0	1	0	0	0	0	2	0	1	1	0	0
	Ooe		0	1	0	0	0	0	1	0	1	1	0	0
	ioA		0	1	0	0	0	2	2	0	0	0	1	1
	eoA		0	1	0	0	0	1	1	0	0	0	1	1
	ioa		0	2	0	0	0	2	2	0	0	0	0	0
	eoa		0	2	0	0	0	1	1	0	0	0	0	0
	oOi		1	1	0	0	0	0	2	0	0	0	1	1
	oOe		1	1	0	0	0	0	1	0	0	0	1	1
	oiA		1	1	0	0	0	0	2	0	0	0	0	1
	oii		1	1	0	0	0	0	4	0	0	0	0	0
	oie		1	1	0	0	0	0	3	0	0	0	0	0
	oeA		1	1	0	0	0	0	1	0	0	0	0	1
	oee		1	1	0	0	0	0	2	0	0	0	0	0
	oia		1	2	0	0	0	0	2	0	0	0	0	0
	oea		1	2	0	0	0	0	1	0	0	0	0	0
	Oi_		0	0	0	1	0	0	2	0	0	0	0	0
	Oe_		0	0	0	1	0	0	1	0	0	0	0	0
	iO_		0	0	0	1	0	2	2	0	0	0	0	0
	ii_		0	0	0	1	0	2	4	0	0	0	0	0
	ie_		0	0	0	1	0	2	3	0	0	0	0	0
	eO_		0	0	0	1	0	1	1	0	0	0	0	0
	ei_		0	0	0	1	0	1	3	0	0	0	0	0
	ee_		0	0	0	1	0	1	2	0	0	0	0	0
	i__		0	0	0	2	0	2	2	0	0	0	0	0
	e__		0	0	0	2	0	1	1	0	0	0	0	0
	_Oi		0	0	1	1	0	0	2	0	0	0	0	0
	_Oe		0	0	1	1	0	0	1	0	0	0	0	0
	_ii		0	0	1	1	0	0	4	0	0	0	0	0
	_ie		0	0	1	1	0	0	3	0	0	0	0	0
	_i_		0	0	1	2	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_a		0	1	0	1	0	2	2	0	0	0	0	0
	e_a		0	1	0	1	0	1	1	0	0	0	0	0
	_ia		0	1	1	1	0	0	2	0	0	0	0	0
	_ea		0	1	1	1	0	0	1	0	0	0	0	0
	oi_		1	1	0	1	0	0	2	0	0	0	0	0
	oe_		1	1	0	1	0	0	1	0	0	0	0	0
OOy	OOy	1	0	0	0	0	0	0	0	0	0	0	0	0
	OOu		0	1	0	0	0	0	0	0	1	1	0	0
	Ooy		0	1	0	0	0	0	0	0	1	1	1	1
	Oou		0	2	0	0	0	0	0	0	1	2	0	0
	oOy		1	1	0	0	0	0	0	0	0	0	1	1
	oOu		1	2	0	0	0	0	0	0	1	1	1	1
	ooy		1	2	0	0	0	0	0	0	0	0	1	2
	oou		1	3	0	0	0	0	0	0	0	0	0	0
	OO_		0	0	0	1	0	0	0	0	0	0	0	0
	O__		0	0	0	2	0	0	0	0	0	0	0	0
	_Oy		0	0	1	1	0	0	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	O_u		0	1	0	1	0	0	0	0	1	1	0	0
	_Ou		0	1	1	1	0	0	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0	0	0
	_oy		0	1	1	1	0	0	0	0	0	0	1	1
	_ou		0	2	1	1	0	0	0	0	0	0	0	0
	oO_		1	1	0	1	0	0	0	0	0	0	1	1
	o__		1	1	0	2	0	0	0	0	0	0	0	0
	o_u		1	2	0	1	0	0	0	0	0	0	0	0
	OOi		0	0	0	0	0	0	1	0	0	0	0	0
	OOe		0	0	0	0	0	0	2	0	0	0	0	0
	Oii		0	0	0	0	0	0	3	0	0	0	0	0
	Oie		0	0	0	0	0	0	4	0	0	0	0	0
	iOy		0	0	0	0	0	2	2	0	0	0	0	0
	iOi		0	0	0	0	0	2	3	0	0	0	0	0
	iOe		0	0	0	0	0	2	4	0	0	0	0	0
	iii		0	0	0	0	0	2	5	0	0	0	0	0
	iie		0	0	0	0	0	2	6	0	0	0	0	0
	eOy		0	0	0	0	0	1	1	0	0	0	0	0
	eOi		0	0	0	0	0	1	2	0	0	0	0	0
	eOe		0	0	0	0	0	1	3	0	0	0	0	0
	eii		0	0	0	0	0	1	4	0	0	0	0	0
	eie		0	0	0	0	0	1	5	0	0	0	0	0
	Oiu		0	1	0	0	0	0	2	0	0	1	0	0
	Oeu		0	1	0	0	0	0	1	0	0	1	0	0
	iOu		0	1	0	0	0	2	2	0	1	1	0	0
	iiu		0	1	0	0	0	2	4	0	0	0	0	0
	ieu		0	1	0	0	0	2	3	0	0	0	0	0
	eOu		0	1	0	0	0	1	1	0	1	1	0	0
	eiu		0	1	0	0	0	1	3	0	0	0	0	0
	eeu		0	1	0	0	0	1	2	0	0	0	0	0
	Ooi		0	1	0	0	0	0	1	0	1	1	0	0
	Ooe		0	1	0	0	0	0	2	0	1	1	0	0
	ioy		0	1	0	0	0	2	2	0	0	0	1	1
	eoy		0	1	0	0	0	1	1	0	0	0	1	1
	iou		0	2	0	0	0	2	2	0	0	0	0	0
	eou		0	2	0	0	0	1	1	0	0	0	0	0
	oOi		1	1	0	0	0	0	1	0	0	0	1	1
	oOe		1	1	0	0	0	0	2	0	0	0	1	1
	oiy		1	1	0	0	0	0	2	0	0	0	0	1
	oii		1	1	0	0	0	0	3	0	0	0	0	0
	oie		1	1	0	0	0	0	4	0	0	0	0	0
	oey		1	1	0	0	0	0	1	0	0	0	0	1
	oei		1	1	0	0	0	0	2	0	0	0	0	0
	oiu		1	2	0	0	0	0	2	0	0	0	0	0
	oeu		1	2	0	0	0	0	1	0	0	0	0	0
	Oi_		0	0	0	1	0	0	2	0	0	0	0	0
	Oe_		0	0	0	1	0	0	1	0	0	0	0	0
	iO_		0	0	0	1	0	2	2	0	0	0	0	0
	ii_		0	0	0	1	0	2	4	0	0	0	0	0
	ie_		0	0	0	1	0	2	3	0	0	0	0	0
	eO_		0	0	0	1	0	1	1	0	0	0	0	0
	ei_		0	0	0	1	0	1	3	0	0	0	0	0
	ee_		0	0	0	1	0	1	2	0	0	0	0	0
	i__		0	0	0	2	0	2	2	0	0	0	0	0
	e__		0	0	0	2	0	1	1	0	0	0	0	0
	_Oi		0	0	1	1	0	0	1	0	0	0	0	0
	_Oe		0	0	1	1	0	0	2	0	0	0	0	0
	_ii		0	0	1	1	0	0	3	0	0	0	0	0
	_ie		0	0	1	1	0	0	4	0	0	0	0	0
	_i_		0	0	1	2	0	0	2	0	0	0	0	0
	_e_		0	0	1	2	0	0	1	0	0	0	0	0
	i_u		0	1	0	1	0	2	2	0	0	0	0	0
	e_u		0	1	0	1	0	1	1	0	0	0	0	0
	_iu		0	1	1	1	0	0	2	0	0	0	0	0
	_eu		0	1	1	1	0	0	1	0	0	0	0	0
	oi_		1	1	0	1	0	0	2	0	0	0	0	0
	oe_		1	1	0	1	0	0	1	0	0	0	0	0
OOe	OOe	1	0	0	0	0	0	0	0	0	0	0	0	0
	OOE		0	1	0	0	0	0	0	1	1	1	0	0
	Ooe		0	1	0	0	0	0	0	0	1	1	0	0
	OoE		0	2	0	0	0	0	0	1	1	2	0	0
	oOe		1	1	0	0	0	0	0	0	0	0	1	1
	oOE		1	2	0	0	0	0	0	1	1	1	1	1
	ooe		1	2	0	0	0	0	0	0	0	0	0	0
	ooE		1	3	0	0	0	0	0	1	0	0	0	0
	OO_		0	0	0	1	0	0	0	0	0	0	0	0
	O__		0	0	0	2	0	0	0	0	0	0	0	0
	_Oe		0	0	1	1	0	0	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0	0	0
	O_E		0	1	0	1	0	0	0	1	1	1	0	0
	_OE		0	1	1	1	0	0	0	1	1	1	0	0
	__E		0	1	1	2	0	0	0	1	0	0	0	0
	Oo_		0	1	0	1	0	0	0	0	1	1	0	0
	_oe		0	1	1	1	0	0	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0	0	0
	_oE		0	2	1	1	0	0	0	1	0	0	0	0
	oO_		1	1	0	1	0	0	0	0	0	0	1	1
	o_e		1	1	0	1	0	0	0	0	0	0	0	0
	o__		1	1	0	2	0	0	0	0	0	0	0	0
	o_E		1	2	0	1	0	0	0	1	0	0	0	0
	oo_		1	2	0	1	0	0	0	0	0	0	0	0
	OOi		0	0	0	0	0	0	1	0	0	0	0	0
	Oie		0	0	0	0	0	0	2	0	0	0	0	0
	Oii		0	0	0	0	0	0	3	0	0	0	0	0
	iOe		0	0	0	0	0	2	2	0	0	0	0	0
	iOi		0	0	0	0	0	2	3	0	0	0	0	0
	iie		0	0	0	0	0	2	4	0	0	0	0	0
	iii		0	0	0	0	0	2	5	0	0	0	0	0
	eOe		0	0	0	0	0	1	1	0	0	0	0	0
	eOi		0	0	0	0	0	1	2	0	0	0	0	0
	eie		0	0	0	0	0	1	3	0	0	0	0	0
	eii		0	0	0	0	0	1	4	0	0	0	0	0
	OiE		0	1	0	0	0	0	2	1	0	1	0	0
	OeE		0	1	0	0	0	0	1	1	0	1	0	0
	iOE		0	1	0	0	0	2	2	1	1	1	0	0
